Algorithm,Text Length,Pattern Length,Time (s),Memory (KB)
Suffix Array,16200,10,0.06449599266052246,130392.5166015625
Suffix Tree,16200,10,1.9216537475585936e-05,0.3984375
FM Index,16200,10,4.913806915283203e-05,0.525390625
Suffix Array,16250,10,0.06553511619567871,131191.22265625
Suffix Tree,16250,10,1.1110305786132813e-05,0.4453125
FM Index,16250,10,3.781318664550781e-05,0.525390625
Suffix Array,16300,10,0.04830248355865478,131991.2841796875
Suffix Tree,16300,10,1.0228157043457031e-05,0.4453125
FM Index,16300,10,3.5715103149414065e-05,0.525390625
Suffix Array,16350,10,0.04936683177947998,132795.322265625
Suffix Tree,16350,10,1.049041748046875e-05,0.4453125
FM Index,16350,10,3.795623779296875e-05,0.525390625
Suffix Array,16400,10,0.0529207706451416,133601.3525390625
Suffix Tree,16400,10,1.1563301086425781e-05,0.4453125
FM Index,16400,10,3.6716461181640625e-05,0.525390625
Suffix Array,16450,10,0.04984347820281983,134409.2265625
Suffix Tree,16450,10,1.02996826171875e-05,0.3984375
FM Index,16450,10,3.988742828369141e-05,0.525390625
Suffix Array,16500,10,0.05029096603393555,135220.2880859375
Suffix Tree,16500,10,1.0204315185546874e-05,0.4453125
FM Index,16500,10,3.64542007446289e-05,0.525390625
Suffix Array,16550,10,0.05029587745666504,136034.091796875
Suffix Tree,16550,10,1.0824203491210939e-05,0.4453125
FM Index,16550,10,3.6501884460449224e-05,0.525390625
Suffix Array,16600,10,0.05118966102600098,136849.4384765625
Suffix Tree,16600,10,1.0561943054199218e-05,0.4453125
FM Index,16600,10,3.6621093750000005e-05,0.525390625
Suffix Array,16650,10,0.050865674018859865,137667.67578125
Suffix Tree,16650,10,1.2230873107910156e-05,0.3984375
FM Index,16650,10,4.31060791015625e-05,0.525390625
Suffix Array,16700,10,0.053680920600891115,138488.3544921875
Suffix Tree,16700,10,1.0418891906738282e-05,0.4453125
FM Index,16700,10,3.9458274841308594e-05,0.525390625
Suffix Array,16750,10,0.05112366676330567,139311.814453125
Suffix Tree,16750,10,1.049041748046875e-05,0.4453125
FM Index,16750,10,4.3344497680664065e-05,0.525390625
Suffix Array,16800,10,0.06687119007110595,140137.2939453125
Suffix Tree,16800,10,1.7404556274414062e-05,0.4453125
FM Index,16800,10,5.128383636474609e-05,0.525390625
Suffix Array,16850,10,0.07288532257080078,140967.9619140625
Suffix Tree,16850,10,1.201629638671875e-05,0.4453125
FM Index,16850,10,3.981590270996094e-05,0.525390625
Suffix Array,16900,10,0.049684667587280275,141795.3349609375
Suffix Tree,16900,10,1.0704994201660156e-05,0.4453125
FM Index,16900,10,4.017353057861328e-05,0.525390625
Suffix Array,16950,10,0.0518373966217041,142629.076171875
Suffix Tree,16950,10,1.4781951904296875e-05,0.4453125
FM Index,16950,10,3.98397445678711e-05,0.525390625
Suffix Array,17000,10,0.05185997486114502,143463.6962890625
Suffix Tree,17000,10,1.1181831359863281e-05,0.4453125
FM Index,17000,10,4.019737243652344e-05,0.525390625
Suffix Array,17050,10,0.053615880012512204,144304.2236328125
Suffix Tree,17050,10,1.0633468627929688e-05,0.4453125
FM Index,17050,10,3.972053527832031e-05,0.525390625
Suffix Array,17100,10,0.05269811153411865,145175.5615234375
Suffix Tree,17100,10,1.1181831359863283e-05,0.4453125
FM Index,17100,10,6.039142608642578e-05,0.525390625
Suffix Array,17150,10,0.05618674755096435,146018.849609375
Suffix Tree,17150,10,1.0275840759277344e-05,0.4453125
FM Index,17150,10,3.998279571533203e-05,0.525390625
Suffix Array,17200,10,0.05336289405822754,146863.6337890625
Suffix Tree,17200,10,1.5234947204589843e-05,0.4453125
FM Index,17200,10,3.8743019104003906e-05,0.525390625
Suffix Array,17250,10,0.054139351844787596,147710.390625
Suffix Tree,17250,10,9.34600830078125e-06,0.4453125
FM Index,17250,10,3.833770751953125e-05,0.525390625
Suffix Array,17300,10,0.053838157653808595,148560.8154296875
Suffix Tree,17300,10,9.703636169433594e-06,0.3984375
FM Index,17300,10,4.558563232421875e-05,0.525390625
Suffix Array,17350,10,0.06924190521240234,149414.126953125
Suffix Tree,17350,10,2.09808349609375e-05,0.4453125
FM Index,17350,10,6.651878356933594e-05,0.525390625
Suffix Array,17400,10,0.07596580982208252,150270.5380859375
Suffix Tree,17400,10,1.1181831359863283e-05,0.4453125
FM Index,17400,10,4.1317939758300784e-05,0.525390625
Suffix Array,17450,10,0.053959441184997556,151126.02734375
Suffix Tree,17450,10,1.1968612670898438e-05,0.4453125
FM Index,17450,10,4.0912628173828124e-05,0.525390625
Suffix Array,17500,10,0.0572700023651123,151985.7685546875
Suffix Tree,17500,10,1.0967254638671875e-05,0.4453125
FM Index,17500,10,4.57763671875e-05,0.525390625
Suffix Array,17550,10,0.056858229637146,152847.802734375
Suffix Tree,17550,10,1.10626220703125e-05,2.2255859375
FM Index,17550,10,3.9672851562499995e-05,0.525390625
Suffix Array,17600,10,0.05625972747802734,153729.8154296875
Suffix Tree,17600,10,1.0633468627929688e-05,0.4453125
FM Index,17600,10,4.189014434814453e-05,0.525390625
Suffix Array,17650,10,0.05592598915100098,154579.97265625
Suffix Tree,17650,10,1.0108947753906251e-05,0.4453125
FM Index,17650,10,4.088878631591797e-05,0.525390625
Suffix Array,17700,10,0.05582680702209473,155356.4658203125
Suffix Tree,17700,10,1.0156631469726563e-05,0.3984375
FM Index,17700,10,4.315376281738281e-05,0.525390625
Suffix Array,17750,10,0.05828218460083008,156338.755859375
Suffix Tree,17750,10,1.049041748046875e-05,0.4453125
FM Index,17750,10,4.010200500488281e-05,0.525390625
Suffix Array,17800,10,0.06150140762329102,157197.322265625
Suffix Tree,17800,10,1.049041748046875e-05,0.4453125
FM Index,17800,10,4.291534423828125e-05,0.458984375
Suffix Array,17850,10,0.05712883472442627,158072.31640625
Suffix Tree,17850,10,9.989738464355468e-06,0.4453125
FM Index,17850,10,5.14984130859375e-05,0.525390625
Suffix Array,17900,10,0.07822868824005128,158950.5029296875
Suffix Tree,17900,10,1.8143653869628905e-05,0.4453125
FM Index,17900,10,5.221366882324219e-05,0.525390625
Suffix Array,17950,10,0.07115132808685302,159834.984375
Suffix Tree,17950,10,1.0418891906738282e-05,0.4453125
FM Index,17950,10,3.9696693420410156e-05,0.525390625
Suffix Array,18000,10,0.05865082740783691,160717.4580078125
Suffix Tree,18000,10,9.560585021972657e-06,0.4453125
FM Index,18000,10,3.9625167846679685e-05,0.525390625
Suffix Array,18050,10,0.05812351703643799,161604.0546875
Suffix Tree,18050,10,1.3494491577148438e-05,0.3984375
FM Index,18050,10,4.3392181396484375e-05,0.525390625
Suffix Array,18100,10,0.05966594219207764,162492.0068359375
Suffix Tree,18100,10,1.1420249938964845e-05,0.4453125
FM Index,18100,10,4.315376281738281e-05,0.525390625
Suffix Array,18150,10,0.05872788429260254,163384.423828125
Suffix Tree,18150,10,1.1205673217773438e-05,0.4453125
FM Index,18150,10,4.405975341796875e-05,0.525390625
Suffix Array,18200,10,0.05873591899871826,164295.7802734375
Suffix Tree,18200,10,1.0371208190917969e-05,0.4453125
FM Index,18200,10,4.286766052246094e-05,0.525390625
Suffix Array,18250,10,0.059741091728210446,165174.85546875
Suffix Tree,18250,10,1.2421607971191405e-05,0.4453125
FM Index,18250,10,4.012584686279297e-05,0.525390625
Suffix Array,18300,10,0.05933711528778076,166073.6591796875
Suffix Tree,18300,10,1.0561943054199218e-05,0.4453125
FM Index,18300,10,4.2319297790527344e-05,0.525390625
Suffix Array,18350,10,0.0605278730392456,166975.611328125
Suffix Tree,18350,10,1.0609626770019531e-05,0.4453125
FM Index,18350,10,3.9744377136230466e-05,0.525390625
Suffix Array,18400,10,0.0771780252456665,167878.5908203125
Suffix Tree,18400,10,1.9097328186035155e-05,0.4453125
FM Index,18400,10,5.4097175598144526e-05,0.525390625
Suffix Array,18450,10,0.08746998310089112,168785.42578125
Suffix Tree,18450,10,1.1348724365234374e-05,0.4453125
FM Index,18450,10,4.36544418334961e-05,0.525390625
Suffix Array,18500,10,0.06377921104431153,169693.2880859375
Suffix Tree,18500,10,9.5367431640625e-06,0.4453125
FM Index,18500,10,4.3964385986328126e-05,0.525390625
Suffix Array,18550,10,0.062286543846130374,170604.298828125
Suffix Tree,18550,10,9.441375732421874e-06,0.3984375
FM Index,18550,10,4.358291625976563e-05,0.525390625
Suffix Array,18600,10,0.06471056938171386,171518.0087890625
Suffix Tree,18600,10,1.3184547424316406e-05,0.4453125
FM Index,18600,10,4.034042358398437e-05,0.525390625
Suffix Array,18650,10,0.06059372425079346,172411.0322265625
Suffix Tree,18650,10,9.369850158691406e-06,0.4453125
FM Index,18650,10,4.7254562377929685e-05,0.525390625
Suffix Array,18700,10,0.06323142051696777,173353.7509765625
Suffix Tree,18700,10,1.087188720703125e-05,0.4453125
FM Index,18700,10,4.3487548828125e-05,0.525390625
Suffix Array,18750,10,0.06346862316131592,174271.927734375
Suffix Tree,18750,10,1.1157989501953124e-05,0.4453125
FM Index,18750,10,4.181861877441406e-05,0.525390625
Suffix Array,18800,10,0.06316823959350586,175194.8876953125
Suffix Tree,18800,10,1.0848045349121094e-05,0.4453125
FM Index,18800,10,4.7779083251953126e-05,0.525390625
Suffix Array,18850,10,0.06452269554138183,176120.8046875
Suffix Tree,18850,10,1.0609626770019531e-05,0.4453125
FM Index,18850,10,5.617141723632813e-05,0.525390625
Suffix Array,18900,10,0.08374958038330078,177048.6474609375
Suffix Tree,18900,10,1.6188621520996095e-05,0.4453125
FM Index,18900,10,6.14643096923828e-05,0.525390625
Suffix Array,18950,10,0.07629544734954834,177886.5625
Suffix Tree,18950,10,1.02996826171875e-05,0.37109375
FM Index,18950,10,4.146099090576171e-05,0.525390625
Suffix Array,19000,10,0.06744425296783448,178912.4306640625
Suffix Tree,19000,10,1.1062622070312501e-05,0.4453125
FM Index,19000,10,4.198551177978516e-05,0.525390625
Suffix Array,19050,10,0.0634232521057129,179847.59765625
Suffix Tree,19050,10,1.0538101196289063e-05,0.4453125
FM Index,19050,10,4.391670227050781e-05,0.525390625
Suffix Array,19100,10,0.06462476253509522,180785.7216796875
Suffix Tree,19100,10,1.2660026550292967e-05,0.4453125
FM Index,19100,10,4.184246063232422e-05,0.525390625
Suffix Array,19150,10,0.06481595039367676,181725.880859375
Suffix Tree,19150,10,1.0418891906738282e-05,0.4453125
FM Index,19150,10,4.3177604675292974e-05,0.525390625
Suffix Array,19200,10,0.06503901481628419,182672.748046875
Suffix Tree,19200,10,9.441375732421875e-06,0.4453125
FM Index,19200,10,4.215240478515625e-05,0.525390625
Suffix Array,19250,10,0.06714134216308594,183654.6259765625
Suffix Tree,19250,10,1.220703125e-05,0.4453125
FM Index,19250,10,4.7659873962402345e-05,0.525390625
Suffix Array,19300,10,0.06576778888702392,184599.2255859375
Suffix Tree,19300,10,1.1563301086425781e-05,0.4453125
FM Index,19300,10,3.998279571533203e-05,0.525390625
Suffix Array,19350,10,0.07435083389282227,185550.126953125
Suffix Tree,19350,10,1.7857551574707033e-05,0.4453125
FM Index,19350,10,6.613731384277343e-05,0.525390625
Suffix Array,19400,10,0.08930399417877197,186503.3486328125
Suffix Tree,19400,10,1.0657310485839844e-05,0.3984375
FM Index,19400,10,4.374980926513672e-05,0.525390625
Suffix Array,19450,10,0.06547708511352539,187462.103515625
Suffix Tree,19450,10,1.3875961303710938e-05,0.4453125
FM Index,19450,10,4.661083221435547e-05,0.525390625
Suffix Array,19500,10,0.06856188774108887,188414.9951171875
Suffix Tree,19500,10,1.0538101196289063e-05,0.3984375
FM Index,19500,10,4.105567932128906e-05,0.525390625
Suffix Array,19550,10,0.06861538887023926,189373.599609375
Suffix Tree,19550,10,1.0585784912109376e-05,2.28125
FM Index,19550,10,4.150867462158203e-05,0.525390625
Suffix Array,19600,10,0.06814990043640137,190337.3720703125
Suffix Tree,19600,10,1.0418891906738282e-05,0.4453125
FM Index,19600,10,5.0854682922363284e-05,0.525390625
Suffix Array,19650,10,0.06707985401153564,191317.4248046875
Suffix Tree,19650,10,1.1587142944335938e-05,0.4453125
FM Index,19650,10,4.2438507080078125e-05,0.525390625
Suffix Array,19700,10,0.06824009418487549,192267.9130859375
Suffix Tree,19700,10,1.0132789611816406e-05,0.4453125
FM Index,19700,10,4.382133483886719e-05,0.525390625
Suffix Array,19750,10,0.06854019165039063,193237.517578125
Suffix Tree,19750,10,1.1587142944335936e-05,0.4453125
FM Index,19750,10,4.2533874511718745e-05,0.525390625
Suffix Array,19800,10,0.06972289085388184,194210.6494140625
Suffix Tree,19800,10,1.9931793212890624e-05,0.4453125
FM Index,19800,10,5.5861473083496096e-05,0.525390625
Suffix Array,19850,10,0.09139025211334229,195184.05078125
Suffix Tree,19850,10,1.1277198791503906e-05,0.4453125
FM Index,19850,10,4.208087921142578e-05,0.525390625
Suffix Array,19900,10,0.06884081363677978,196164.9228515625
Suffix Tree,19900,10,1.068115234375e-05,0.4453125
FM Index,19900,10,4.611015319824219e-05,0.525390625
Suffix Array,19950,10,0.06858782768249512,197140.349609375
Suffix Tree,19950,10,9.393692016601562e-06,0.4453125
FM Index,19950,10,4.212856292724609e-05,0.525390625
Suffix Array,20000,10,0.07222900390625,198123.2470703125
Suffix Tree,20000,10,1.1110305786132811e-05,0.4453125
FM Index,20000,10,4.973411560058594e-05,0.525390625
Suffix Array,20050,10,0.07154836654663085,199109.744140625
Suffix Tree,20050,10,1.1086463928222656e-05,0.4453125
FM Index,20050,10,5.168914794921875e-05,0.525390625
Suffix Array,20100,10,0.07145445346832276,200093.1083984375
Suffix Tree,20100,10,1.3113021850585938e-05,0.4453125
FM Index,20100,10,4.9185752868652346e-05,0.525390625
Suffix Array,20150,10,0.07162914276123047,201098.5537109375
Suffix Tree,20150,10,1.049041748046875e-05,0.4453125
FM Index,20150,10,4.6420097351074216e-05,0.525390625
Suffix Array,20200,10,0.07229652404785156,202075.7060546875
Suffix Tree,20200,10,1.1110305786132811e-05,0.3984375
FM Index,20200,10,4.4250488281250005e-05,0.525390625
Suffix Array,20250,10,0.07671704292297363,203068.328125
Suffix Tree,20250,10,1.0251998901367188e-05,0.4453125
FM Index,20250,10,6.115436553955078e-05,0.525390625
Suffix Array,20300,10,0.09747781753540039,204064.2998046875
Suffix Tree,20300,10,9.632110595703125e-06,0.4453125
FM Index,20300,10,4.61578369140625e-05,0.525390625
Suffix Array,20350,10,0.07281308174133301,205069.2392578125
Suffix Tree,20350,10,1.1181831359863283e-05,0.3984375
FM Index,20350,10,5.4049491882324216e-05,0.525390625
Suffix Array,20400,10,0.07434008121490479,206064.8017578125
Suffix Tree,20400,10,1.2111663818359374e-05,0.4453125
FM Index,20400,10,4.992485046386718e-05,0.525390625
Suffix Array,20450,10,0.07220873832702637,207069.4140625
Suffix Tree,20450,10,1.0514259338378907e-05,0.4453125
FM Index,20450,10,4.460811614990235e-05,0.525390625
Suffix Array,20500,10,0.07356977462768555,208080.4892578125
Suffix Tree,20500,10,1.0418891906738282e-05,0.4453125
FM Index,20500,10,4.4178962707519534e-05,0.525390625
Suffix Array,20550,10,0.07254679203033447,209087.0654296875
Suffix Tree,20550,10,1.0132789611816406e-05,0.4453125
FM Index,20550,10,4.336833953857421e-05,0.525390625
Suffix Array,20600,10,0.07252697944641114,210094.5869140625
Suffix Tree,20600,10,1.1062622070312501e-05,0.3984375
FM Index,20600,10,4.3392181396484375e-05,0.525390625
Suffix Array,20650,10,0.07310953140258789,211125.056640625
Suffix Tree,20650,10,1.1658668518066408e-05,0.4453125
FM Index,20650,10,4.572868347167969e-05,0.525390625
Suffix Array,20700,10,0.0979053258895874,212125.6630859375
Suffix Tree,20700,10,1.778602600097656e-05,0.4453125
FM Index,20700,10,6.21795654296875e-05,0.525390625
Suffix Array,20750,10,0.08013248443603516,213142.302734375
Suffix Tree,20750,10,1.1920928955078125e-05,0.3984375
FM Index,20750,10,4.405975341796875e-05,0.525390625
Suffix Array,20800,10,0.07475459575653076,214163.5166015625
Suffix Tree,20800,10,1.2803077697753907e-05,0.4453125
FM Index,20800,10,4.9996376037597654e-05,0.525390625
Suffix Array,20850,10,0.07431473731994628,215192.775390625
Suffix Tree,20850,10,1.194477081298828e-05,0.4453125
FM Index,20850,10,4.7993659973144534e-05,0.525390625
Suffix Array,20900,10,0.0752335548400879,216214.0419921875
Suffix Tree,20900,10,1.1682510375976562e-05,0.4453125
FM Index,20900,10,4.8327445983886716e-05,0.525390625
Suffix Array,20950,10,0.07779507637023926,217258.6015625
Suffix Tree,20950,10,9.560585021972657e-06,0.4453125
FM Index,20950,10,4.687309265136719e-05,0.525390625
Suffix Array,21000,10,0.07511491775512695,218271.3447265625
Suffix Tree,21000,10,9.703636169433594e-06,0.4453125
FM Index,21000,10,4.7993659973144534e-05,0.525390625
Suffix Array,21050,10,0.0769817590713501,219305.25390625
Suffix Tree,21050,10,1.0442733764648437e-05,0.3984375
FM Index,21050,10,4.594326019287109e-05,0.525390625
Suffix Array,21100,10,0.08995859622955323,220340.1787109375
Suffix Tree,21100,10,1.9383430480957034e-05,0.4453125
FM Index,21100,10,5.8770179748535156e-05,0.525390625
Suffix Array,21150,10,0.09997057914733887,221377.654296875
Suffix Tree,21150,10,1.2063980102539063e-05,0.3984375
FM Index,21150,10,4.425048828125e-05,0.525390625
Suffix Array,21200,10,0.07658174037933349,222418.0595703125
Suffix Tree,21200,10,9.393692016601564e-06,0.4453125
FM Index,21200,10,4.6873092651367186e-05,0.525390625
Suffix Array,21250,10,0.07771420478820801,223464.7275390625
Suffix Tree,21250,10,1.5020370483398438e-05,0.3984375
FM Index,21250,10,4.382133483886719e-05,0.525390625
Suffix Array,21300,10,0.08028619289398194,224507.2802734375
Suffix Tree,21300,10,1.1181831359863281e-05,0.4453125
FM Index,21300,10,4.6324729919433596e-05,0.525390625
Suffix Array,21350,10,0.0766042947769165,225572.4140625
Suffix Tree,21350,10,9.322166442871094e-06,0.3984375
FM Index,21350,10,5.042552947998047e-05,0.525390625
Suffix Array,21400,10,0.07713243961334229,226605.1806640625
Suffix Tree,21400,10,1.2302398681640624e-05,0.4453125
FM Index,21400,10,4.739761352539063e-05,0.525390625
Suffix Array,21450,10,0.08157329559326172,227673.798828125
Suffix Tree,21450,10,9.679794311523438e-06,0.4453125
FM Index,21450,10,4.863739013671875e-05,0.525390625
Suffix Array,21500,10,0.08924241065979004,228713.1044921875
Suffix Tree,21500,10,1.8858909606933592e-05,0.3984375
FM Index,21500,10,6.182193756103515e-05,0.525390625
Suffix Array,21550,10,0.1083749771118164,229770.830078125
Suffix Tree,21550,10,1.1467933654785157e-05,0.4453125
FM Index,21550,10,4.7254562377929685e-05,0.525390625
Suffix Array,21600,10,0.07865414619445801,230833.201171875
Suffix Tree,21600,10,1.0776519775390626e-05,0.4453125
FM Index,21600,10,4.565715789794922e-05,0.525390625
Suffix Array,21650,10,0.08118636608123779,231934.96875
Suffix Tree,21650,10,1.080036163330078e-05,0.3984375
FM Index,21650,10,4.870891571044922e-05,0.525390625
Suffix Array,21700,10,0.08123066425323486,233003.3251953125
Suffix Tree,21700,10,1.1348724365234375e-05,0.4453125
FM Index,21700,10,5.0020217895507815e-05,0.458984375
Suffix Array,21750,10,0.0803910255432129,234067.048828125
Suffix Tree,21750,10,1.0848045349121094e-05,0.3984375
FM Index,21750,10,4.992485046386719e-05,0.525390625
Suffix Array,21800,10,0.08091778755187988,235139.7060546875
Suffix Tree,21800,10,1.1730194091796876e-05,0.4453125
FM Index,21800,10,4.954338073730469e-05,0.525390625
Suffix Array,21850,10,0.08295626640319824,236209.6015625
Suffix Tree,21850,10,1.1157989501953124e-05,0.3984375
FM Index,21850,10,4.9042701721191404e-05,0.525390625
Suffix Array,21900,10,0.10293724536895751,237283.8193359375
Suffix Tree,21900,10,1.912117004394531e-05,0.4453125
FM Index,21900,10,7.26938247680664e-05,0.525390625
Suffix Array,21950,10,0.09991981983184814,238360.505859375
Suffix Tree,21950,10,1.0275840759277342e-05,0.4453125
FM Index,21950,10,4.8995018005371094e-05,0.525390625
Suffix Array,22000,10,0.0838979959487915,239455.3056640625
Suffix Tree,22000,10,9.703636169433594e-06,0.3984375
FM Index,22000,10,5.261898040771484e-05,0.525390625
Suffix Array,22050,10,0.08243539333343505,240525.2666015625
Suffix Tree,22050,10,1.3446807861328125e-05,0.4453125
FM Index,22050,10,4.9066543579101565e-05,0.525390625
Suffix Array,22100,10,0.08500826358795166,241622.10546875
Suffix Tree,22100,10,1.0776519775390626e-05,0.4453125
FM Index,22100,10,5.7649612426757815e-05,0.525390625
Suffix Array,22150,10,0.08351292610168456,242692.197265625
Suffix Tree,22150,10,9.655952453613281e-06,0.4453125
FM Index,22150,10,4.770755767822266e-05,0.525390625
Suffix Array,22200,10,0.08514554500579834,243797.505859375
Suffix Tree,22200,10,1.3089179992675781e-05,0.3984375
FM Index,22200,10,4.76837158203125e-05,0.525390625
Suffix Array,22250,10,0.08438358306884766,244874.2734375
Suffix Tree,22250,10,9.655952453613281e-06,0.4453125
FM Index,22250,10,6.313323974609375e-05,0.525390625
Suffix Array,22300,10,0.1092616081237793,245968.0498046875
Suffix Tree,22300,10,1.7404556274414062e-05,0.4453125
FM Index,22300,10,5.130767822265625e-05,0.525390625
Suffix Array,22350,10,0.08573529720306397,247063.521484375
Suffix Tree,22350,10,1.1181831359863281e-05,0.4453125
FM Index,22350,10,5.0568580627441405e-05,0.525390625
Suffix Array,22400,10,0.08687760829925537,248180.9638671875
Suffix Tree,22400,10,1.0466575622558593e-05,0.3984375
FM Index,22400,10,4.8065185546875005e-05,0.525390625
Suffix Array,22450,10,0.0868363618850708,249264.41015625
Suffix Tree,22450,10,1.0704994201660156e-05,0.4453125
FM Index,22450,10,5.216598510742188e-05,0.525390625
Suffix Array,22500,10,0.08497426509857178,250370.8486328125
Suffix Tree,22500,10,1.094341278076172e-05,0.4453125
FM Index,22500,10,5.519390106201172e-05,0.525390625
Suffix Array,22550,10,0.08624768257141113,251474.166015625
Suffix Tree,22550,10,1.0061264038085938e-05,0.3984375
FM Index,22550,10,4.7135353088378904e-05,0.525390625
Suffix Array,22600,10,0.08741817474365235,252583.2705078125
Suffix Tree,22600,10,1.9979476928710937e-05,0.4453125
FM Index,22600,10,5.233287811279297e-05,0.525390625
Suffix Array,22650,10,0.10668759346008301,253697.3173828125
Suffix Tree,22650,10,1.8095970153808595e-05,0.4453125
FM Index,22650,10,6.933212280273438e-05,0.525390625
Suffix Array,22700,10,0.09695234298706054,254811.27734375
Suffix Tree,22700,10,1.0609626770019531e-05,0.3984375
FM Index,22700,10,5.2642822265625e-05,0.525390625
Suffix Array,22750,10,0.08963518142700196,255924.958984375
Suffix Tree,22750,10,1.0347366333007814e-05,0.4453125
FM Index,22750,10,4.7707557678222655e-05,0.525390625
Suffix Array,22800,10,0.08850264549255371,257042.4033203125
Suffix Tree,22800,10,1.0752677917480467e-05,0.3984375
FM Index,22800,10,5.36203384399414e-05,0.525390625
Suffix Array,22850,10,0.08943734169006348,258164.71875
Suffix Tree,22850,10,1.0704994201660156e-05,0.4453125
FM Index,22850,10,4.78982925415039e-05,0.525390625
Suffix Array,22900,10,0.08735537528991699,259286.7880859375
Suffix Tree,22900,10,1.4352798461914063e-05,0.3984375
FM Index,22900,10,5.259513854980469e-05,0.525390625
Suffix Array,22950,10,0.08941724300384521,260412.642578125
Suffix Tree,22950,10,1.270771026611328e-05,0.4453125
FM Index,22950,10,4.8327445983886716e-05,0.525390625
Suffix Array,23000,10,0.10107207298278809,261540.9384765625
Suffix Tree,23000,10,1.9741058349609378e-05,0.4453125
FM Index,23000,10,0.00024466514587402345,0.525390625
Suffix Array,23050,10,0.11330246925354004,262674.7861328125
Suffix Tree,23050,10,1.3470649719238281e-05,0.4453125
FM Index,23050,10,5.4669380187988284e-05,0.525390625
Suffix Array,23100,10,0.09167592525482178,263805.9404296875
Suffix Tree,23100,10,1.125335693359375e-05,0.3984375
FM Index,23100,10,5.14984130859375e-05,0.525390625
Suffix Array,23150,10,0.0899049997329712,264943.16796875
Suffix Tree,23150,10,1.080036163330078e-05,0.4453125
FM Index,23150,10,5.3811073303222654e-05,0.525390625
Suffix Array,23200,10,0.08905911445617676,266083.7490234375
Suffix Tree,23200,10,1.0395050048828125e-05,0.3984375
FM Index,23200,10,5.099773406982422e-05,0.525390625
Suffix Array,23250,10,0.08951168060302735,267219.2421875
Suffix Tree,23250,10,1.1897087097167968e-05,0.4453125
FM Index,23250,10,5.1069259643554685e-05,0.525390625
Suffix Array,23300,10,0.08982553482055664,268361.9833984375
Suffix Tree,23300,10,7.612705230712891e-05,0.3984375
FM Index,23300,10,4.885196685791015e-05,0.525390625
Suffix Array,23350,10,0.09678831100463867,269513.0693359375
Suffix Tree,23350,10,1.795291900634766e-05,0.4453125
FM Index,23350,10,6.728172302246093e-05,0.525390625
Suffix Array,23400,10,0.12065293788909912,270656.2822265625
Suffix Tree,23400,10,9.703636169433594e-06,0.4453125
FM Index,23400,10,4.830360412597656e-05,0.525390625
Suffix Array,23450,10,0.09032444953918457,271798.7587890625
Suffix Tree,23450,10,1.1324882507324219e-05,0.4453125
FM Index,23450,10,5.660057067871093e-05,0.525390625
Suffix Array,23500,10,0.09349374771118164,272964.2822265625
Suffix Tree,23500,10,2.2029876708984376e-05,0.3984375
FM Index,23500,10,5.545616149902344e-05,0.525390625
Suffix Array,23550,10,0.09337854385375977,274116.859375
Suffix Tree,23550,10,1.0585784912109375e-05,0.4453125
FM Index,23550,10,6.0486793518066404e-05,0.525390625
Suffix Array,23600,10,0.09416797161102294,275272.0048828125
Suffix Tree,23600,10,1.3470649719238281e-05,0.3984375
FM Index,23600,10,5.555152893066406e-05,0.525390625
Suffix Array,23650,10,0.09576253890991211,276432.0390625
Suffix Tree,23650,10,1.049041748046875e-05,0.4453125
FM Index,23650,10,4.9114227294921875e-05,0.525390625
Suffix Array,23700,10,0.10293655395507813,277595.2216796875
Suffix Tree,23700,10,2.322196960449219e-05,0.3984375
FM Index,23700,10,6.890296936035156e-05,0.525390625
Suffix Array,23750,10,0.11995618343353272,278775.044921875
Suffix Tree,23750,10,1.0657310485839844e-05,0.4453125
FM Index,23750,10,5.099773406982422e-05,0.525390625
Suffix Array,23800,10,0.09608001708984375,279926.7900390625
Suffix Tree,23800,10,1.6069412231445314e-05,0.4453125
FM Index,23800,10,5.660057067871093e-05,0.525390625
Suffix Array,23850,10,0.09727318286895752,281096.58984375
Suffix Tree,23850,10,1.0347366333007812e-05,0.3984375
FM Index,23850,10,5.340576171875e-05,0.525390625
Suffix Array,23900,10,0.09824595451354981,282268.8310546875
Suffix Tree,23900,10,1.0156631469726561e-05,0.4453125
FM Index,23900,10,5.850791931152344e-05,0.525390625
Suffix Array,23950,10,0.09499201774597169,283443.513671875
Suffix Tree,23950,10,1.125335693359375e-05,0.4453125
FM Index,23950,10,5.402565002441407e-05,0.525390625
Suffix Array,24000,10,0.09607722759246826,284620.8955078125
Suffix Tree,24000,10,1.1348724365234375e-05,0.4453125
FM Index,24000,10,5.140304565429688e-05,0.525390625
Suffix Array,24050,10,0.11692516803741455,285800.203125
Suffix Tree,24050,10,2.1052360534667968e-05,0.4453125
FM Index,24050,10,7.119178771972657e-05,0.525390625
Suffix Array,24100,10,0.1097174882888794,286988.5146484375
Suffix Tree,24100,10,1.1038780212402343e-05,0.3984375
FM Index,24100,10,5.257129669189453e-05,0.525390625
Suffix Array,24150,10,0.09823544025421142,288169.1875
Suffix Tree,24150,10,1.0657310485839844e-05,0.4453125
FM Index,24150,10,4.935264587402344e-05,0.525390625
Suffix Array,24200,10,0.09634230136871338,289356.2958984375
Suffix Tree,24200,10,1.1396408081054687e-05,0.4453125
FM Index,24200,10,5.486011505126953e-05,0.525390625
Suffix Array,24250,10,0.09793279170989991,290544.3046875
