Algorithm,Text Length,Pattern Length,Time (s),Memory (KB)
FM Index,8100,10,2.1409988403320312e-05,0.525390625
Suffix Array,8150,10,0.0135636568069458,33502.572265625
Suffix Tree,8150,10,1.1205673217773438e-05,0.3984375
FM Index,8150,10,2.1076202392578126e-05,0.525390625
Suffix Array,8200,10,0.014226388931274415,33908.0634765625
Suffix Tree,8200,10,1.0347366333007812e-05,0.4453125
FM Index,8200,10,2.1123886108398436e-05,0.525390625
Suffix Array,8250,10,0.013706564903259277,34317.37890625
Suffix Tree,8250,10,1.0275840759277342e-05,0.3984375
FM Index,8250,10,2.2745132446289064e-05,0.525390625
Suffix Array,8300,10,0.013883709907531738,34726.6669921875
Suffix Tree,8300,10,1.0418891906738282e-05,0.3984375
FM Index,8300,10,2.1958351135253905e-05,0.525390625
Suffix Array,8350,10,0.0158205509185791,35140.919921875
Suffix Tree,8350,10,9.441375732421874e-06,0.4453125
FM Index,8350,10,2.155303955078125e-05,0.525390625
Suffix Array,8400,10,0.01479640007019043,35571.5361328125
Suffix Tree,8400,10,1.2040138244628906e-05,0.3984375
FM Index,8400,10,2.6798248291015626e-05,0.525390625
Suffix Array,8450,10,0.015457940101623536,35997.0810546875
Suffix Tree,8450,10,1.3780593872070312e-05,0.3984375
FM Index,8450,10,2.176761627197266e-05,0.525390625
Suffix Array,8500,10,0.015075445175170898,36409.6708984375
Suffix Tree,8500,10,1.0943412780761718e-05,0.4453125
FM Index,8500,10,2.63214111328125e-05,0.525390625
Suffix Array,8550,10,0.015047025680541993,36832.548828125
Suffix Tree,8550,10,9.369850158691406e-06,0.4453125
FM Index,8550,10,2.226829528808594e-05,0.525390625
Suffix Array,8600,10,0.016080403327941896,37257.7197265625
Suffix Tree,8600,10,1.0085105895996093e-05,0.3984375
FM Index,8600,10,2.346038818359375e-05,0.525390625
Suffix Array,8650,10,0.015415096282958984,37685.18359375
Suffix Tree,8650,10,1.0633468627929688e-05,0.4453125
FM Index,8650,10,2.524852752685547e-05,0.525390625
Suffix Array,8700,10,0.015454912185668945,38115.2373046875
Suffix Tree,8700,10,9.489059448242187e-06,0.3984375
FM Index,8700,10,2.2363662719726562e-05,0.525390625
Suffix Array,8750,10,0.01702733039855957,38547.732421875
Suffix Tree,8750,10,1.018047332763672e-05,0.4453125
FM Index,8750,10,2.2602081298828124e-05,0.525390625
Suffix Array,8800,10,0.015734434127807617,38982.6689453125
Suffix Tree,8800,10,9.465217590332032e-06,0.3984375
FM Index,8800,10,2.2578239440917966e-05,0.525390625
Suffix Array,8850,10,0.015476179122924805,39420.046875
Suffix Tree,8850,10,9.751319885253908e-06,0.4453125
FM Index,8850,10,2.2411346435546875e-05,0.458984375
Suffix Array,8900,10,0.01609644889831543,39859.8662109375
Suffix Tree,8900,10,1.1372566223144532e-05,0.3984375
FM Index,8900,10,2.3365020751953125e-05,0.525390625
Suffix Array,8950,10,0.016507720947265624,40302.126953125
Suffix Tree,8950,10,1.0395050048828125e-05,0.4453125
FM Index,8950,10,2.205371856689453e-05,0.525390625
Suffix Array,9000,10,0.017902255058288574,40749.2216796875
Suffix Tree,9000,10,1.10626220703125e-05,0.3984375
FM Index,9000,10,2.367496490478516e-05,0.525390625
Suffix Array,9050,10,0.016211175918579103,41193.97265625
Suffix Tree,9050,10,1.1038780212402343e-05,0.4453125
FM Index,9050,10,2.305507659912109e-05,0.525390625
Suffix Array,9100,10,0.01647188663482666,41643.7060546875
Suffix Tree,9100,10,9.894371032714844e-06,0.3984375
FM Index,9100,10,2.3126602172851562e-05,0.525390625
Suffix Array,9150,10,0.0179779052734375,42095.732421875
Suffix Tree,9150,10,1.125335693359375e-05,0.4453125
FM Index,9150,10,2.2840499877929687e-05,0.525390625
Suffix Array,9200,10,0.016939163208007812,42550.0517578125
Suffix Tree,9200,10,1.1420249938964843e-05,0.3984375
FM Index,9200,10,2.4938583374023436e-05,0.458984375
Suffix Array,9250,10,0.017626166343688965,43006.9609375
Suffix Tree,9250,10,9.870529174804689e-06,0.3984375
FM Index,9250,10,2.467632293701172e-05,0.525390625
Suffix Array,9300,10,0.022634673118591308,43467.2294921875
Suffix Tree,9300,10,1.9550323486328125e-05,0.4453125
FM Index,9300,10,4.129409790039062e-05,0.525390625
Suffix Array,9350,10,0.025608205795288087,43932.4091796875
Suffix Tree,9350,10,1.8644332885742185e-05,0.4453125
FM Index,9350,10,3.5309791564941405e-05,0.458984375
Suffix Array,9400,10,0.024088335037231446,44392.3369140625
Suffix Tree,9400,10,1.895427703857422e-05,0.3984375
FM Index,9400,10,3.707408905029297e-05,0.525390625
Suffix Array,9450,10,0.027972030639648437,44859.01171875
Suffix Tree,9450,10,1.8215179443359376e-05,0.4453125
FM Index,9450,10,2.3698806762695314e-05,0.525390625
Suffix Array,9500,10,0.017616987228393555,45346.8388671875
Suffix Tree,9500,10,1.0085105895996093e-05,0.3984375
FM Index,9500,10,3.2973289489746096e-05,0.525390625
Suffix Array,9550,10,0.01919393539428711,45819.333984375
Suffix Tree,9550,10,9.584426879882813e-06,0.4453125
FM Index,9550,10,2.4580955505371092e-05,0.525390625
Suffix Array,9600,10,0.018807029724121092,46292.2470703125
Suffix Tree,9600,10,9.942054748535157e-06,0.3984375
FM Index,9600,10,2.4366378784179685e-05,0.525390625
Suffix Array,9650,10,0.01873469352722168,46769.7734375
Suffix Tree,9650,10,1.5616416931152344e-05,0.3984375
FM Index,9650,10,2.8133392333984375e-05,0.525390625
Suffix Array,9700,10,0.018524742126464842,47247.5693359375
Suffix Tree,9700,10,1.1110305786132813e-05,0.4453125
FM Index,9700,10,2.6488304138183592e-05,0.525390625
Suffix Array,9750,10,0.01944553852081299,47729.978515625
Suffix Tree,9750,10,1.1420249938964845e-05,0.4453125
FM Index,9750,10,2.5177001953125e-05,0.525390625
Suffix Array,9800,10,0.02078201770782471,48213.4267578125
Suffix Tree,9800,10,1.125335693359375e-05,0.3984375
FM Index,9800,10,2.7561187744140624e-05,0.525390625
Suffix Array,9850,10,0.019160652160644533,48710.2041015625
Suffix Tree,9850,10,1.1157989501953124e-05,0.4453125
FM Index,9850,10,2.5033950805664062e-05,0.525390625
Suffix Array,9900,10,0.019130682945251463,49187.5107421875
Suffix Tree,9900,10,1.0395050048828124e-05,0.3984375
FM Index,9900,10,2.5963783264160158e-05,0.525390625
Suffix Array,9950,10,0.019402265548706055,49678.599609375
Suffix Tree,9950,10,1.0943412780761718e-05,0.4453125
FM Index,9950,10,2.892017364501953e-05,0.525390625
Suffix Array,10000,10,0.02080850601196289,50172.1298828125
Suffix Tree,10000,10,1.003742218017578e-05,0.3984375
FM Index,10000,10,2.7585029602050782e-05,0.525390625
Suffix Array,10050,10,0.021621847152709962,50787.2138671875
Suffix Tree,10050,10,1.049041748046875e-05,0.4453125
FM Index,10050,10,2.3603439331054688e-05,0.525390625
Suffix Array,10100,10,0.01891217231750488,51166.9208984375
Suffix Tree,10100,10,1.1014938354492188e-05,0.3984375
FM Index,10100,10,2.5892257690429686e-05,0.525390625
Suffix Array,10150,10,0.019384074211120605,51667.369140625
Suffix Tree,10150,10,9.584426879882813e-06,0.4453125
FM Index,10150,10,2.47955322265625e-05,0.458984375
Suffix Array,10200,10,0.020030665397644042,52170.8134765625
Suffix Tree,10200,10,1.0418891906738282e-05,0.37109375
FM Index,10200,10,3.609657287597656e-05,0.525390625
Suffix Array,10250,10,0.0203092098236084,52677.0625
Suffix Tree,10250,10,9.632110595703126e-06,0.4453125
FM Index,10250,10,2.78472900390625e-05,0.525390625
Suffix Array,10300,10,0.021185588836669923,53186.3564453125
Suffix Tree,10300,10,9.560585021972655e-06,0.3984375
FM Index,10300,10,2.5057792663574217e-05,0.525390625
Suffix Array,10350,10,0.021472978591918945,53695.349609375
Suffix Tree,10350,10,1.0061264038085938e-05,2.296875
FM Index,10350,10,2.491474151611328e-05,0.525390625
Suffix Array,10400,10,0.021326398849487303,54210.6552734375
Suffix Tree,10400,10,1.0347366333007814e-05,0.3984375
FM Index,10400,10,2.8634071350097655e-05,0.525390625
Suffix Array,10450,10,0.021609950065612792,54723.765625
Suffix Tree,10450,10,1.3709068298339844e-05,0.3984375
FM Index,10450,10,2.605915069580078e-05,0.525390625
Suffix Array,10500,10,0.021210432052612305,55241.8583984375
Suffix Tree,10500,10,1.0919570922851562e-05,0.4453125
FM Index,10500,10,2.6297569274902343e-05,0.525390625
Suffix Array,10550,10,0.02169489860534668,55762.865234375
Suffix Tree,10550,10,1.6379356384277344e-05,0.4453125
FM Index,10550,10,3.612041473388672e-05,0.525390625
Suffix Array,10600,10,0.03091104030609131,56285.0712890625
Suffix Tree,10600,10,2.4414062499999998e-05,0.3984375
FM Index,10600,10,3.747940063476562e-05,0.525390625
Suffix Array,10650,10,0.0319443941116333,56831.06640625
Suffix Tree,10650,10,2.0956993103027345e-05,0.4453125
FM Index,10650,10,4.291534423828125e-05,0.525390625
Suffix Array,10700,10,0.032318949699401855,57358.9248046875
Suffix Tree,10700,10,1.461505889892578e-05,0.3984375
FM Index,10700,10,2.9158592224121093e-05,0.525390625
Suffix Array,10750,10,0.022186851501464842,57888.927734375
Suffix Tree,10750,10,1.1157989501953124e-05,0.4453125
FM Index,10750,10,2.7608871459960937e-05,0.525390625
Suffix Array,10800,10,0.02547457218170166,58421.6689453125
Suffix Tree,10800,10,9.584426879882813e-06,0.4453125
FM Index,10800,10,2.8896331787109376e-05,0.525390625
Suffix Array,10850,10,0.02348785400390625,58957.15234375
Suffix Tree,10850,10,1.4662742614746094e-05,0.37109375
FM Index,10850,10,3.600120544433594e-05,0.525390625
Suffix Array,10900,10,0.0235792875289917,59494.1787109375
Suffix Tree,10900,10,1.4114379882812499e-05,0.4453125
FM Index,10900,10,2.9802322387695312e-05,0.525390625
Suffix Array,10950,10,0.023128747940063477,60034.654296875
Suffix Tree,10950,10,1.2278556823730469e-05,0.4453125
FM Index,10950,10,2.8133392333984375e-05,0.525390625
Suffix Array,11000,10,0.023907995223999022,60576.3056640625
Suffix Tree,11000,10,1.1682510375976562e-05,0.3984375
FM Index,11000,10,2.892017364501953e-05,0.525390625
Suffix Array,11050,10,0.02407102584838867,61121.9609375
Suffix Tree,11050,10,1.0752677917480469e-05,0.4453125
FM Index,11050,10,2.925395965576172e-05,0.525390625
Suffix Array,11100,10,0.025067925453186035,61668.3466796875
Suffix Tree,11100,10,1.1229515075683594e-05,0.3984375
FM Index,11100,10,3.271102905273437e-05,0.525390625
Suffix Array,11150,10,0.024297666549682618,62219.263671875
Suffix Tree,11150,10,1.2040138244628906e-05,0.4453125
FM Index,11150,10,3.695487976074219e-05,0.525390625
Suffix Array,11200,10,0.024977707862854005,62770.1533203125
Suffix Tree,11200,10,1.0991096496582032e-05,0.3984375
FM Index,11200,10,2.7942657470703126e-05,0.525390625
Suffix Array,11250,10,0.024329066276550293,63325.8046875
Suffix Tree,11250,10,1.0156631469726563e-05,0.4453125
FM Index,11250,10,2.8538703918457032e-05,0.525390625
Suffix Array,11300,10,0.026145577430725098,63882.8115234375
Suffix Tree,11300,10,9.465217590332032e-06,0.3984375
FM Index,11300,10,4.1317939758300784e-05,0.525390625
Suffix Array,11350,10,0.025607705116271973,64442.259765625
Suffix Tree,11350,10,1.1181831359863283e-05,0.4453125
FM Index,11350,10,4.668235778808594e-05,0.525390625
Suffix Array,11400,10,0.024907994270324706,65005.0048828125
Suffix Tree,11400,10,1.3566017150878906e-05,0.4453125
FM Index,11400,10,2.8872489929199217e-05,0.525390625
Suffix Array,11450,10,0.025905561447143555,65586.375
Suffix Tree,11450,10,1.0061264038085938e-05,0.3984375
FM Index,11450,10,2.6607513427734374e-05,0.525390625
Suffix Array,11500,10,0.026107001304626464,66134.3154296875
Suffix Tree,11500,10,1.1086463928222656e-05,0.41796875
FM Index,11500,10,3.5881996154785156e-05,0.525390625
Suffix Array,11550,10,0.02730295658111572,66707.828125
Suffix Tree,11550,10,1.0514259338378905e-05,0.3984375
FM Index,11550,10,3.125667572021485e-05,0.525390625
Suffix Array,11600,10,0.02633678913116455,67275.1845703125
Suffix Tree,11600,10,1.659393310546875e-05,0.4453125
FM Index,11600,10,2.8252601623535156e-05,0.525390625
Suffix Array,11650,10,0.03496506214141846,67849.28125
Suffix Tree,11650,10,1.8072128295898437e-05,0.3984375
FM Index,11650,10,4.1365623474121094e-05,0.525390625
Suffix Array,11700,10,0.038502955436706544,68426.7568359375
Suffix Tree,11700,10,1.6379356384277344e-05,0.4453125
FM Index,11700,10,3.881454467773438e-05,0.525390625
Suffix Array,11750,10,0.039609885215759276,69006.197265625
Suffix Tree,11750,10,9.489059448242187e-06,0.4453125
FM Index,11750,10,2.9277801513671874e-05,0.525390625
Suffix Array,11800,10,0.027417325973510744,69597.4677734375
Suffix Tree,11800,10,1.316070556640625e-05,0.3984375
FM Index,11800,10,3.3855438232421875e-05,0.525390625
Suffix Array,11850,10,0.029578471183776857,70169.93359375
Suffix Tree,11850,10,1.2183189392089842e-05,0.4453125
FM Index,11850,10,2.944469451904297e-05,0.525390625
Suffix Array,11900,10,0.028070831298828126,70664.7509765625
Suffix Tree,11900,10,1.2254714965820314e-05,0.3984375
FM Index,11900,10,3.371238708496093e-05,0.525390625
Suffix Array,11950,10,0.02811741828918457,71345.130859375
Suffix Tree,11950,10,1.1110305786132811e-05,0.4453125
FM Index,11950,10,3.1065940856933596e-05,0.525390625
Suffix Array,12000,10,0.029709005355834962,71960.2666015625
Suffix Tree,12000,10,1.1444091796875e-05,0.4453125
FM Index,12000,10,4.284381866455078e-05,0.525390625
Suffix Array,12050,10,0.02906949520111084,72552.998046875
Suffix Tree,12050,10,1.0895729064941407e-05,0.3984375
FM Index,12050,10,3.340244293212891e-05,0.525390625
Suffix Array,12100,10,0.028702425956726074,73149.5146484375
Suffix Tree,12100,10,1.1157989501953124e-05,0.4453125
FM Index,12100,10,3.0541419982910155e-05,0.525390625
Suffix Array,12150,10,0.03034355640411377,73750.73828125
Suffix Tree,12150,10,1.0442733764648437e-05,0.3984375
FM Index,12150,10,3.24249267578125e-05,0.525390625
Suffix Array,12200,10,0.02864983081817627,74348.9775390625
Suffix Tree,12200,10,1.0466575622558595e-05,0.4453125
FM Index,12200,10,3.113746643066406e-05,0.525390625
Suffix Array,12250,10,0.031133198738098146,74952.22265625
Suffix Tree,12250,10,1.0085105895996093e-05,0.4453125
FM Index,12250,10,3.073215484619141e-05,0.525390625
Suffix Array,12300,10,0.028076362609863282,75467.9462890625
Suffix Tree,12300,10,1.556873321533203e-05,0.3984375
FM Index,12300,10,3.0446052551269532e-05,0.525390625
Suffix Array,12350,10,0.02966160774230957,76166.482421875
Suffix Tree,12350,10,1.1205673217773438e-05,0.4453125
FM Index,12350,10,2.93731689453125e-05,0.525390625
Suffix Array,12400,10,0.031327438354492185,76777.5009765625
Suffix Tree,12400,10,1.2564659118652344e-05,0.3984375
FM Index,12400,10,3.204345703125e-05,0.525390625
Suffix Array,12450,10,0.03053622245788574,77390.2109375
Suffix Tree,12450,10,9.512901306152343e-06,0.4453125
FM Index,12450,10,3.0446052551269532e-05,0.525390625
Suffix Array,12500,10,0.029649972915649414,78005.9599609375
Suffix Tree,12500,10,1.201629638671875e-05,0.4453125
FM Index,12500,10,3.101825714111328e-05,0.525390625
Suffix Array,12550,10,0.030055308341979982,78624.451171875
Suffix Tree,12550,10,1.080036163330078e-05,0.3984375
FM Index,12550,10,4.119873046875e-05,0.525390625
Suffix Array,12600,10,0.041728663444519046,79244.4853515625
Suffix Tree,12600,10,1.8835067749023438e-05,0.4453125
FM Index,12600,10,4.2724609375e-05,0.525390625
Suffix Array,12650,10,0.04240992069244385,79867.66796875
Suffix Tree,12650,10,1.8262863159179686e-05,0.4453125
FM Index,12650,10,4.2605400085449216e-05,0.525390625
Suffix Array,12700,10,0.031427192687988284,80492.7763671875
Suffix Tree,12700,10,9.489059448242187e-06,0.3984375
FM Index,12700,10,3.3736228942871094e-05,0.458984375
Suffix Array,12750,10,0.03243556022644043,81121.033203125
Suffix Tree,12750,10,1.0204315185546874e-05,0.4453125
FM Index,12750,10,3.097057342529297e-05,0.525390625
Suffix Array,12800,10,0.032221508026123044,81753.7880859375
Suffix Tree,12800,10,1.270771026611328e-05,0.4453125
FM Index,12800,10,3.261566162109375e-05,0.736328125
Suffix Array,12850,10,0.03162791728973389,82287.529296875
Suffix Tree,12850,10,9.5367431640625e-06,0.3984375
FM Index,12850,10,3.2997131347656245e-05,0.525390625
Suffix Array,12900,10,0.033811306953430174,83020.4482421875
Suffix Tree,12900,10,1.0585784912109375e-05,0.4453125
FM Index,12900,10,3.075599670410156e-05,0.525390625
Suffix Array,12950,10,0.03285946846008301,83656.787109375
Suffix Tree,12950,10,1.02996826171875e-05,0.3984375
FM Index,12950,10,2.987384796142578e-05,0.525390625
Suffix Array,13000,10,0.03215336799621582,84202.818359375
Suffix Tree,13000,10,1.0466575622558593e-05,0.4453125
FM Index,13000,10,3.175735473632812e-05,0.525390625
Suffix Array,13050,10,0.03237109184265137,84939.78515625
Suffix Tree,13050,10,1.125335693359375e-05,0.4453125
FM Index,13050,10,3.328323364257813e-05,0.525390625
Suffix Array,13100,10,0.03322224617004395,85583.5966796875
Suffix Tree,13100,10,1.220703125e-05,0.4453125
FM Index,13100,10,3.2067298889160156e-05,0.525390625
Suffix Array,13150,10,0.03230438232421875,86350.5751953125
Suffix Tree,13150,10,9.417533874511719e-06,0.3984375
FM Index,13150,10,3.4689903259277344e-05,0.525390625
Suffix Array,13200,10,0.033834004402160646,86881.6533203125
Suffix Tree,13200,10,1.1444091796875e-05,0.4453125
FM Index,13200,10,3.070831298828125e-05,0.525390625
Suffix Array,13250,10,0.033705639839172366,87532.7890625
Suffix Tree,13250,10,1.1181831359863281e-05,0.3984375
FM Index,13250,10,3.142356872558594e-05,0.525390625
Suffix Array,13300,10,0.034174442291259766,88191.2421875
Suffix Tree,13300,10,1.0228157043457031e-05,0.4453125
FM Index,13300,10,3.0517578125e-05,0.525390625
Suffix Array,13350,10,0.03425142765045166,88858.373046875
Suffix Tree,13350,10,1.0633468627929688e-05,0.4453125
FM Index,13350,10,3.504753112792969e-05,0.525390625
Suffix Array,13400,10,0.03423686027526855,89504.1025390625
Suffix Tree,13400,10,1.9955635070800782e-05,0.4453125
FM Index,13400,10,5.1236152648925776e-05,0.525390625
Suffix Array,13450,10,0.04626779556274414,90166.9453125
Suffix Tree,13450,10,1.9598007202148438e-05,0.3984375
FM Index,13450,10,4.370212554931641e-05,0.525390625
Suffix Array,13500,10,0.04939873218536377,90857.5927734375
Suffix Tree,13500,10,1.0085105895996093e-05,0.4453125
FM Index,13500,10,3.08990478515625e-05,0.525390625
Suffix Array,13550,10,0.036045074462890625,91523.974609375
Suffix Tree,13550,10,1.2016296386718751e-05,0.4453125
FM Index,13550,10,3.5881996154785156e-05,0.525390625
Suffix Array,13600,10,0.034212779998779294,92195.7880859375
Suffix Tree,13600,10,1.0275840759277344e-05,0.3984375
FM Index,13600,10,3.3736228942871094e-05,0.525390625
Suffix Array,13650,10,0.03539271354675293,92865.0390625
Suffix Tree,13650,10,1.0418891906738282e-05,0.4453125
FM Index,13650,10,3.345012664794922e-05,0.525390625
Suffix Array,13700,10,0.03529467582702637,93539.0849609375
Suffix Tree,13700,10,1.208782196044922e-05,0.4453125
FM Index,13700,10,3.516674041748047e-05,0.525390625
Suffix Array,13750,10,0.036131787300109866,94215.869140625
Suffix Tree,13750,10,1.0085105895996093e-05,0.3984375
FM Index,13750,10,3.445148468017578e-05,0.525390625
Suffix Array,13800,10,0.036691474914550784,94894.7978515625
Suffix Tree,13800,10,1.0085105895996093e-05,0.4453125
FM Index,13800,10,3.077983856201172e-05,0.525390625
Suffix Array,13850,10,0.03486149311065674,95576.46484375
Suffix Tree,13850,10,1.1301040649414062e-05,0.4453125
FM Index,13850,10,3.2806396484375005e-05,0.525390625
Suffix Array,13900,10,0.03586256504058838,96260.4248046875
Suffix Tree,13900,10,1.1372566223144532e-05,0.3984375
FM Index,13900,10,3.399848937988281e-05,0.525390625
Suffix Array,13950,10,0.03700785636901856,96947.017578125
Suffix Tree,13950,10,1.4567375183105467e-05,0.4453125
FM Index,13950,10,3.259181976318359e-05,0.525390625
Suffix Array,14000,10,0.03721046447753906,97635.6689453125
Suffix Tree,14000,10,9.417533874511719e-06,0.4453125
FM Index,14000,10,3.3235549926757814e-05,0.525390625
Suffix Array,14050,10,0.03587460517883301,98326.953125
Suffix Tree,14050,10,1.2302398681640624e-05,0.4453125
FM Index,14050,10,3.5834312438964846e-05,0.458984375
Suffix Array,14100,10,0.037741684913635255,99020.5302734375
Suffix Tree,14100,10,1.0156631469726561e-05,0.3984375
FM Index,14100,10,3.247261047363281e-05,0.525390625
Suffix Array,14150,10,0.038729166984558104,99716.697265625
Suffix Tree,14150,10,9.703636169433594e-06,0.4453125
FM Index,14150,10,3.5929679870605466e-05,0.525390625
Suffix Array,14200,10,0.049934101104736325,100415.7119140625
Suffix Tree,14200,10,1.7976760864257814e-05,0.3984375
FM Index,14200,10,4.46319580078125e-05,0.525390625
Suffix Array,14250,10,0.05509591102600098,101116.50390625
Suffix Tree,14250,10,1.9311904907226562e-05,0.4453125
FM Index,14250,10,4.4918060302734376e-05,0.525390625
Suffix Array,14300,10,0.04539735317230224,101821.0810546875
Suffix Tree,14300,10,1.1086463928222656e-05,0.4453125
FM Index,14300,10,3.552436828613281e-05,0.525390625
Suffix Array,14350,10,0.03776130676269531,102527.5546875
Suffix Tree,14350,10,1.0395050048828124e-05,0.4453125
FM Index,14350,10,3.7050247192382814e-05,0.525390625
Suffix Array,14400,10,0.03849673271179199,103234.1533203125
Suffix Tree,14400,10,1.873970031738281e-05,0.3984375
FM Index,14400,10,3.521442413330078e-05,0.525390625
Suffix Array,14450,10,0.03906536102294922,103946.0546875
Suffix Tree,14450,10,1.0442733764648437e-05,0.4453125
FM Index,14450,10,3.530979156494141e-05,0.525390625
Suffix Array,14500,10,0.039678525924682614,104658.2255859375
Suffix Tree,14500,10,1.2016296386718751e-05,0.4453125
FM Index,14500,10,3.314018249511719e-05,0.525390625
Suffix Array,14550,10,0.040436530113220216,105375.416015625
Suffix Tree,14550,10,9.560585021972655e-06,0.4453125
FM Index,14550,10,3.3974647521972656e-05,0.525390625
Suffix Array,14600,10,0.04093921184539795,106092.0634765625
Suffix Tree,14600,10,1.0251998901367188e-05,0.3984375
FM Index,14600,10,3.2448768615722655e-05,0.525390625
Suffix Array,14650,10,0.03984823226928711,106813.73046875
Suffix Tree,14650,10,1.1920928955078125e-05,0.41796875
FM Index,14650,10,3.5643577575683594e-05,0.525390625
Suffix Array,14700,10,0.04032776355743408,107545.8818359375
Suffix Tree,14700,10,1.1205673217773438e-05,0.4453125
FM Index,14700,10,3.3807754516601565e-05,0.525390625
Suffix Array,14750,10,0.04002478122711182,108261.130859375
Suffix Tree,14750,10,9.393692016601564e-06,0.3984375
FM Index,14750,10,3.6883354187011716e-05,0.525390625
Suffix Array,14800,10,0.042279410362243655,108989.0361328125
Suffix Tree,14800,10,1.461505889892578e-05,0.4453125
FM Index,14800,10,3.64542007446289e-05,0.525390625
Suffix Array,14850,10,0.04125912189483642,109721.32421875
Suffix Tree,14850,10,1.0704994201660156e-05,0.4453125
FM Index,14850,10,3.902912139892578e-05,0.525390625
Suffix Array,14900,10,0.0457669734954834,110453.5146484375
Suffix Tree,14900,10,1.678466796875e-05,0.4453125
FM Index,14900,10,5.133152008056641e-05,0.525390625
Suffix Array,14950,10,0.05685844421386719,111188.634765625
Suffix Tree,14950,10,2.1338462829589844e-05,0.3984375
FM Index,14950,10,4.6634674072265624e-05,0.525390625
Suffix Array,15000,10,0.05700480937957764,111925.4111328125
Suffix Tree,15000,10,1.003742218017578e-05,0.4453125
FM Index,15000,10,3.814697265625e-05,0.525390625
Suffix Array,15050,10,0.04215505123138428,112666.52734375
Suffix Tree,15050,10,1.0395050048828124e-05,0.4453125
FM Index,15050,10,3.640651702880859e-05,0.525390625
Suffix Array,15100,10,0.04446444511413574,113408.9716796875
Suffix Tree,15100,10,1.0132789611816406e-05,0.4453125
FM Index,15100,10,3.764629364013672e-05,0.525390625
Suffix Array,15150,10,0.04294970035552979,114153.818359375
Suffix Tree,15150,10,1.0633468627929688e-05,0.3984375
FM Index,15150,10,4.570484161376953e-05,0.525390625
Suffix Array,15200,10,0.042709064483642575,114930.7783203125
Suffix Tree,15200,10,1.1897087097167968e-05,0.4453125
FM Index,15200,10,3.643035888671875e-05,0.525390625
Suffix Array,15250,10,0.04327881336212158,115806.8046875
Suffix Tree,15250,10,1.1229515075683592e-05,0.4453125
FM Index,15250,10,3.674030303955079e-05,0.525390625
Suffix Array,15300,10,0.043589115142822266,116433.2880859375
Suffix Tree,15300,10,1.1110305786132813e-05,0.4453125
FM Index,15300,10,4.198551177978516e-05,0.525390625
Suffix Array,15350,10,0.04462554454803467,117188.048828125
Suffix Tree,15350,10,9.822845458984376e-06,0.3984375
FM Index,15350,10,3.6787986755371096e-05,0.525390625
Suffix Array,15400,10,0.04524061679840088,117944.1650390625
Suffix Tree,15400,10,1.068115234375e-05,0.4453125
FM Index,15400,10,3.6764144897460935e-05,0.525390625
Suffix Array,15450,10,0.0454317569732666,118703.66015625
Suffix Tree,15450,10,1.1038780212402343e-05,0.4453125
FM Index,15450,10,3.3950805664062495e-05,0.525390625
Suffix Array,15500,10,0.046686625480651854,119465.8935546875
Suffix Tree,15500,10,1.0728836059570312e-05,0.4453125
FM Index,15500,10,3.573894500732421e-05,0.525390625
Suffix Array,15550,10,0.04462034702301025,120231.763671875
Suffix Tree,15550,10,1.7833709716796874e-05,0.3984375
FM Index,15550,10,4.792213439941406e-05,0.525390625
Suffix Array,15600,10,0.05973122119903564,120998.3251953125
Suffix Tree,15600,10,1.7404556274414062e-05,0.4453125
FM Index,15600,10,5.075931549072265e-05,0.525390625
Suffix Array,15650,10,0.06470608711242676,121767.734375
Suffix Tree,15650,10,1.0776519775390626e-05,0.4453125
FM Index,15650,10,3.652572631835937e-05,0.525390625
Suffix Array,15700,10,0.045536041259765625,122602.4814453125
Suffix Tree,15700,10,1.049041748046875e-05,0.4453125
FM Index,15700,10,3.8957595825195314e-05,0.525390625
Suffix Array,15750,10,0.04650809764862061,123321.79296875
Suffix Tree,15750,10,1.1444091796875e-05,0.4453125
FM Index,15750,10,4.177093505859375e-05,0.525390625
Suffix Array,15800,10,0.04661846160888672,124091.0166015625
Suffix Tree,15800,10,1.0132789611816406e-05,0.3984375
FM Index,15800,10,3.8695335388183596e-05,0.525390625
Suffix Array,15850,10,0.048031854629516604,124870.2734375
Suffix Tree,15850,10,1.1038780212402343e-05,0.4453125
FM Index,15850,10,3.821849822998047e-05,0.525390625
Suffix Array,15900,10,0.04841318130493164,125650.4638671875
Suffix Tree,15900,10,1.1587142944335936e-05,0.4453125
FM Index,15900,10,3.719329833984375e-05,0.525390625
Suffix Array,15950,10,0.04846465587615967,126435.458984375
Suffix Tree,15950,10,1.0657310485839844e-05,0.4453125
FM Index,15950,10,3.8242340087890626e-05,0.525390625
Suffix Array,16000,10,0.049617552757263185,127220.8720703125
Suffix Tree,16000,10,1.0132789611816406e-05,0.3984375
FM Index,16000,10,3.9958953857421874e-05,0.525390625
Suffix Array,16050,10,0.047689270973205564,128010.8984375
Suffix Tree,16050,10,1.0609626770019531e-05,0.4453125
FM Index,16050,10,3.7789344787597656e-05,0.525390625
Suffix Array,16100,10,0.04584791660308838,128804.4140625
Suffix Tree,16100,10,1.0538101196289063e-05,0.4453125
FM Index,16100,10,3.6835670471191406e-05,0.525390625
Suffix Array,16150,10,0.04803357124328613,129598.171875
Suffix Tree,16150,10,1.1372566223144532e-05,0.4453125
FM Index,16150,10,3.7384033203125e-05,0.525390625
